index,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
8714,The Complete Book of Dutch Oven Cooking,"The Dutch oven is the one cooking pot that does it all: bakes bread, steams vegetables, boils seafood, fries eggs, stews wild game, and broils meat. Dutch ovens produce great-tasting food with a small amount of effort and a lot of fun. From the differences between aluminum and cast-iron ovens to care and cleaning of ovens to useful accessories, this comprehensive guide includes a wide range of useful information that will appeal to new and seasoned Dutch oven cooks alike. Learn how a Dutch oven is made, what to look for when purchasing one, and how to season it properly before using it?lessons from an expert: J. Wayne Fears is a member of the International Dutch Oven Society, an author of acclaimed outdoor cookbooks, and has served as a judge at many cook-offs, including the National Cornbread Cook-off. Follow simple recipes to make: Cowboy biscuits Cornbread Stews and soups Chili Baked salmon Hearty meatloaf Peach cobbler French coconut pie Apple pie And more! Whether you’re camping or throwing a party for friends, Dutch ovens will make cooking simple, unique, and enjoyable.",['J. Wayne Fears'],http://books.google.com/books/content?id=mF6CDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=mF6CDwAAQBAJ&printsec=frontcover&dq=The+Complete+Book+of+Dutch+Oven+Cooking&hl=&cd=1&source=gbs_api,Simon and Schuster,2010-06-01,https://play.google.com/store/books/details?id=mF6CDwAAQBAJ&source=gbs_api,['Cooking'],2.0
8715,The Birth Date Book August 15: What Your Birthday Reveals About You,"The bright and insightful guide to birthday colors is back with an all-new cover inspired by the iconic Pantone color system. Discover every vibrant aspect of your personality with Colorstrology, a fascinating blend of astrology, numerology, and color theory that offers exciting new insights about our lives and relationships. Written by renowned astrologer Michele Bernhardt using the numbers and color schemes of Pantone, Inc., the global authority on color, the system features 366 “birthday colors” that illustrate who we are and how we behave. Using Colorstrology, you’ll quickly understand how to enhance your best personality traits with your birthday color. This full-color book features detailed profiles of everyone you know, plus 366 perforated swatches so you can take your birthday color wherever you go.",['Michele Bernhardt'],http://books.google.com/books/content?id=R7RvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=R7RvDwAAQBAJ&dq=The+Birth+Date+Book+August+15:+What+Your+Birthday+Reveals+About+You&hl=&cd=1&source=gbs_api,Quirk Books,2014-03-11,http://books.google.nl/books?id=R7RvDwAAQBAJ&dq=The+Birth+Date+Book+August+15:+What+Your+Birthday+Reveals+About+You&hl=&source=gbs_api,"['Body, Mind & Spirit']",3.0
8716,"Bunny: Real Story of ""Playboy""","Traces the thirty-year history of ""Playboy"" magazine, from its modest beginnings, through its soaring success in the heyday of the sexual revolution when it became the cornerstone of the Playboy corporate empire, to the internecine warfare that brought it",['Russell Miller'],http://books.google.com/books/content?id=vhtlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=vhtlAAAAMAAJ&q=Bunny:+Real+Story+of+%22Playboy%22&dq=Bunny:+Real+Story+of+%22Playboy%22&hl=&cd=1&source=gbs_api,Henry Holt & Company,1985,http://books.google.com/books?id=vhtlAAAAMAAJ&dq=Bunny:+Real+Story+of+%22Playboy%22&hl=&source=gbs_api,['Playboy'],2.0
8717,"Summer Of `98: When Homers Flew, Records Fell, And Baseball Reclaimed America",The tale of the season of competition between McGwire and Sosa to break the hitting record.,['Mike Lupica'],http://books.google.com/books/content?id=3o9NQ_5uJf0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=3o9NQ_5uJf0C&q=Summer+Of+%6098:+When+Homers+Flew,+Records+Fell,+And+Baseball+Reclaimed+America&dq=Summer+Of+%6098:+When+Homers+Flew,+Records+Fell,+And+Baseball+Reclaimed+America&hl=&cd=1&source=gbs_api",Contemporary Books,2000-04,"http://books.google.com/books?id=3o9NQ_5uJf0C&dq=Summer+Of+%6098:+When+Homers+Flew,+Records+Fell,+And+Baseball+Reclaimed+America&hl=&source=gbs_api",['Sports & Recreation'],1.0
8718,Dark Wing,"Before there were bats like Shade, Marina or even Goth, there was a young chiropter—a small arboreal glider—named Dusk. . . . It is 65 million years ago, during a cataclysmic moment in the earth’s evolution, and Dusk, just months old, has no way of knowing he will play a pivotal role in creating a new world. What he does know is that he is different from the other newborn chiropters. Not content to use his large sails to glide down from the giant sequoia tree, Dusk discovers that if he flaps quickly enough, he can fly. But this strange gift that makes him feel like an outcast from the colony will also make him its saviour. After most of the colony is savagely massacred by the felids—the earth’s first mammalian carnivores—Dusk must lead his fellow chiropters to a new home, and a new life. Against a tableau of disappearing dinosaurs and the ascent of the mammal kingdom, Oppel has created an adventure fantasy that sets the stage for the birth of the bats, the story of the forebears of Shade, the beloved hero of the Silverwing series. As with all Silverwing books, it is impossible to simply read Oppel’s Darkwing; each of us enters a world of convincing characters, warring theologies, incredible natural history and a story that roars through head, heart and imagination. A tale that can be read as a stand- lone or as a prequel, Darkwing will be a welcome new classic for the millions of Kenneth Oppel fans.",['Kenneth Oppel'],http://books.google.com/books/content?id=7B7KobKaDmUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=7B7KobKaDmUC&pg=PP1&dq=Dark+Wing&hl=&cd=1&source=gbs_api,Harper Collins,2011-11-15,http://books.google.com/books?id=7B7KobKaDmUC&dq=Dark+Wing&hl=&source=gbs_api,['Juvenile Fiction'],4.0
8719,The Diamond Sutra: Transforming the Way We Perceive the World,"In this brilliant new translation and commentary on The Diamond Sutra--one of the sublime wisdom teachings of Mahayana Buddhism--Mu Soeng integrates this ancient wisdom teaching with current scientific and psychological thought. His clear and readable commentary traces the connections between these teachings and contemporary theories of quantum reality, explores the sutra within the framework of Buddhist meditation practices, and provides a comprehensive historical survey of the Mahayana Buddhist tradition. Mu Soeng's goal throughout is to reveal the inspiration and wisdom of The Diamond Sutra to today's reader in an accessible, engaging, and modern manner.",['Mu Soeng'],http://books.google.com/books/content?id=ozU6AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ozU6AwAAQBAJ&printsec=frontcover&dq=The+Diamond+Sutra:+Transforming+the+Way+We+Perceive+the+World&hl=&cd=1&source=gbs_api,Simon and Schuster,2011-03-17,https://play.google.com/store/books/details?id=ozU6AwAAQBAJ&source=gbs_api,['Religion'],1.0
8720,The Beginner's Bible,"The best-selling Bible storybook of our time, with over 25 million products sold! Introduce children to the stories of the Bible through vibrant art and compelling text with The Beginner s Bible--- full of life and fun, and featuring brand new vibrant, three-dimensional art. The Beginner's Bible is the 2006 Retailers Choice Award winner in Children's Nonfiction.""",['Zondervan'],http://books.google.com/books/content?id=m-m4jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=m-m4jwEACAAJ&dq=The+Beginner%27s+Bible&hl=&cd=1&source=gbs_api,Beginner's Bible,2016-10-04,http://books.google.com/books?id=m-m4jwEACAAJ&dq=The+Beginner%27s+Bible&hl=&source=gbs_api,['Juvenile Nonfiction'],4.0
8721,Horrible Harry and the Drop of Doom,"It?s the last day of second grade for the kids in Room 2B!Everyone?s excited about Song Lee?s end-of-the-year party at Mountainside Park. Harry can?t wait for the scary rides, so when Sidney dares him to go on the newest one he quickly accepts. But then he realizes that this ride has the one and only horrible thing he hates. Will Sidney show everyone Harry?s a yellow canary? And will Harry have to live through third grade at Sid?s mercy? ?As always, Harry?s appeal is that he?s both ?gross? and vulnerable.? ?Booklist for Horrible Harry?s Secret",['Suzy Kline'],http://books.google.com/books/content?id=TiO-c-fSqaEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=TiO-c-fSqaEC&printsec=frontcover&dq=Horrible+Harry+and+the+Drop+of+Doom&hl=&cd=1&source=gbs_api,Penguin,2000-02-01,https://play.google.com/store/books/details?id=TiO-c-fSqaEC&source=gbs_api,['Juvenile Fiction'],4.0
8722,Son of dust,"""You need not be a habitual reader of romances to get caught up in this powerful love story. You need only be human."" --Mike Aquilina, from the introduction Fulcun Geroy, a brooding young lord in eleventh-century Normandy, is torn between his love for God and his obsession with the wife of a rival at the court of William the Conqueror. He becomes entangled in an adulterous liaison that triggers a frightful storm of warfare and revenge. H. F. M. Prescott's riveting historical novel explores the stark choices that arise when religious passion clashes with erotic desire. It is an artful and morally serious tale of wounded lovers climbing a difficult path of renunciation, purification, and healing.",['Hilda Frances Margaret Prescott'],http://books.google.com/books/content?id=ARShxIBymjkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ARShxIBymjkC&printsec=frontcover&dq=Son+of+dust&hl=&cd=1&source=gbs_api,Loyola Press,1958,https://play.google.com/store/books/details?id=ARShxIBymjkC&source=gbs_api,['Fiction'],1.0
8723,"Back from the Land: How Young Americans Went to Nature in the 1970s, and Why They Came Back",Recounts the back-to-the-land experiences of the idealists of the 1970s whose attempts to find a simpler life often led to disillusion and an eventual return to a middle-class lifestyle.,['Eleanor Agnew'],http://books.google.com/books/content?id=_AW1AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=_AW1AAAAIAAJ&q=Back+from+the+Land:+How+Young+Americans+Went+to+Nature+in+the+1970s,+and+Why+They+Came+Back&dq=Back+from+the+Land:+How+Young+Americans+Went+to+Nature+in+the+1970s,+and+Why+They+Came+Back&hl=&cd=1&source=gbs_api",Ivan R Dee,2004,"http://books.google.com/books?id=_AW1AAAAIAAJ&dq=Back+from+the+Land:+How+Young+Americans+Went+to+Nature+in+the+1970s,+and+Why+They+Came+Back&hl=&source=gbs_api",['History'],4.0
8724,Talking Turkeys,"A reissue of TALKING TURKEYS by street poet Benjamin Zephaniah. Talking Turkeys is an unconventional collection of straight-talking poems about heroes, revolutions, racism, love and animal rights, among other subjects, that will entice many new readers to poetry. It is his very first ground-breaking children's poetry collection - playful, clever and provocative - this is performance poetry on the page at its very best. Benjamin Zephaniah was born in Birmingham and then spent some of his early years in Jamaica. He came to London when he was 22 and his first book of poetry for adults was published soon after. He appears regularly on radio and TV including a Desert Island Discs appearance, literary festivals, and has also taken part in plays and films. He is most well-known for his performance poetry with a political edge for both children and adults and gritty teenage fiction. His collections Talking Turkeys, Wicked World and Funky Chickens broke new ground in children's poetry. He is the only Rastafarian poet to be short-listed for the Chairs of Poetry for both Oxford and Cambridge University and has been listed in The Times' list of 50 greatest postwar writers. Benjamin now lives in Lincolnshire.",['Benjamin Zephaniah'],http://books.google.com/books/content?id=BpgjXFA82dsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=BpgjXFA82dsC&printsec=frontcover&dq=Talking+Turkeys&hl=&cd=1&source=gbs_api,Penguin UK,1995-08-03,https://play.google.com/store/books/details?id=BpgjXFA82dsC&source=gbs_api,['Juvenile Nonfiction'],1.0
8725,Virus Proof : The Ultimate Guide to Protecting Your PC,"Covers the Internet, TCP/IP, scanner programs, passwords, sniffers, firewalls, audit tools, types of attacks, and setting up security for various types of systems.",['Anonymous'],http://books.google.com/books/content?id=3jqBnS4b3EgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=3jqBnS4b3EgC&pg=PA346&dq=Virus+Proof+:+The+Ultimate+Guide+to+Protecting+Your+PC&hl=&cd=1&source=gbs_api,Sams Publishing,2003,http://books.google.nl/books?id=3jqBnS4b3EgC&dq=Virus+Proof+:+The+Ultimate+Guide+to+Protecting+Your+PC&hl=&source=gbs_api,['Computers'],3.0
8726,Living Inspired,Shows how an understanding of some of the deeper ideas and patterns of Torah thought can illuminate our everyday experiences.,['Akiva Tatz'],http://books.google.com/books/content?id=lFk8TeSgkR8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=lFk8TeSgkR8C&dq=Living+Inspired&hl=&cd=1&source=gbs_api,Feldheim Publishers,1993,http://books.google.com/books?id=lFk8TeSgkR8C&dq=Living+Inspired&hl=&source=gbs_api,['Religion'],1.0
8727,"The Books of Great Alta: Comprising 'Sister Light, Sister Dark' and 'White Jenna'","Follows White Jenna from her birth and childhood among warrior women, to her adulthood and complex relationship with her dark sister",['Jane Yolen'],http://books.google.com/books/content?id=w26xkqbyJk8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=w26xkqbyJk8C&dq=The+Books+of+Great+Alta:+Comprising+%27Sister+Light,+Sister+Dark%27+and+%27White+Jenna%27&hl=&cd=1&source=gbs_api",Macmillan,1997-03-15,"http://books.google.nl/books?id=w26xkqbyJk8C&dq=The+Books+of+Great+Alta:+Comprising+%27Sister+Light,+Sister+Dark%27+and+%27White+Jenna%27&hl=&source=gbs_api",['Fiction'],2.0
8728,The Secret Game,"Winner of the 2016 PEN/ESPN Award for Literary Sports Writing The true story of the game that never should have happened--and of a nation on the brink of monumental change In the fall of 1943, at the little-known North Carolina College for Negroes, Coach John McLendon was on the verge of changing basketball forever. A protégé of James Naismith, the game's inventor, McLendon taught his team to play the full-court press and run a fast break that no one could catch. His Eagles would become the highest-scoring college team in America--a basketball juggernaut that shattered its opponents by as many as sixty points per game. Yet his players faced danger whenever they traveled backcountry roads. Across town, at Duke University, the best basketball squad on campus wasn't the Blue Devils, but an all-white military team from the Duke medical school. Composed of former college stars from across the country, the team dismantled everyone they faced, including the Duke varsity. They were prepared to take on anyone--until an audacious invitation arrived, one that was years ahead of anything the South had ever seen before. What happened next wasn't on anyone's schedule. Based on years of research, The Secret Game is a story of courage and determination, and of an incredible, long-buried moment in the nation's sporting past. The riveting, true account of a remarkable season, it is the story of how a group of forgotten college basketball players, aided by a pair of refugees from Nazi Germany and a group of daring student activists, not only blazed a trail for a new kind of America, but helped create one of the most meaningful moments in basketball history.",['Scott Ellsworth'],http://books.google.com/books/content?id=qfd9BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=qfd9BAAAQBAJ&printsec=frontcover&dq=The+Secret+Game&hl=&cd=1&source=gbs_api,"Little, Brown",2015-03-10,https://play.google.com/store/books/details?id=qfd9BAAAQBAJ&source=gbs_api,['Sports & Recreation'],1.0
8729,De Ernesto al Che. El segundo y ultimo viaje de Guevara por Latinoamerica (Spanish Edition),"Acclaimed around the world and a national best-seller, this is the definitive work on Che Guevara, the dashing rebel whose epic dream was to end poverty and injustice in Latin America and the developing world through armed revolution. Jon Lee Anderson’s biography traces Che’s extraordinary life, from his comfortable Argentine upbringing to the battlefields of the Cuban revolution, from the halls of power in Castro’s government to his failed campaign in the Congo and assassination in the Bolivian jungle. Anderson has had unprecedented access to the personal archives maintained by Guevara’s widow and carefully guarded Cuban government documents. He has conducted extensive interviews with Che’s comrades—some of whom speak here for the first time—and with the CIA men and Bolivian officers who hunted him down. Anderson broke the story of where Guevara’s body was buried, which led to the exhumation and state burial of the bones. Many of the details of Che’s life have long been cloaked in secrecy and intrigue. Meticulously researched and full of exclusive information, Che Guevara illuminates as never before this mythic figure who embodied the high-water mark of revolutionary communism as a force in history.",['Jon Lee Anderson'],http://books.google.com/books/content?id=aCw19CUXpqkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=aCw19CUXpqkC&pg=PA751&dq=De+Ernesto+al+Che.+El+segundo+y+ultimo+viaje+de+Guevara+por+Latinoamerica+(Spanish+Edition)&hl=&cd=1&source=gbs_api,"Grove/Atlantic, Inc.",2010-04-20,https://play.google.com/store/books/details?id=aCw19CUXpqkC&source=gbs_api,['Biography & Autobiography'],17.0
8730,Farmer Duck,"A hardworking duck is rescued from life with a lazy old farmer in this classic tale of justice. Farmer Duck isn't your average duck. This duck cooks and cleans, tends the fields, and cares for the other animals on the farm—all because the owner of the farm is too lazy to do these things himself. But when Farmer Duck finally collapses from exhaustion, the farmyard animals come to the rescue with a simple but heroic plan.",['Martin Waddell'],http://books.google.com/books/content?id=7GwEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=7GwEEAAAQBAJ&pg=PP1&dq=Farmer+Duck&hl=&cd=1&source=gbs_api,Candlewick Press,2020-11-03,https://play.google.com/store/books/details?id=7GwEEAAAQBAJ&source=gbs_api,['Juvenile Fiction'],13.0
8731,NEW WORLD 96 SPANISH/ENGLISH DICTIONARY SOFTBOUND,"The completely revised, second edition of the largest mass market Spanish/English, English/Spanish dictionary available--with over 3 million copies in print! The most up-to-date, most detailed dictionary of its kind with over 3,000 new words, phrases, and meanings and more than 70,000 entries. Ideal for Students and travelers. - Up-to-date vocabulary, including idiomatic phrases, expressions, and slang - Selective labeling to show nuances of meanings in different contexts in Spanish and Latin American usage - Full pronunciations in International Phonetic Alphabet - Summaries of Spanish and English grammar - Extensive tables and lists of model verbs, prefixes and suffixes, and georgraphic names and their derivatives El diccionario más corriente, más detallado de su categoría. Más de 3.000 palabras, frases y significados nuevos. Más de 70.000 artículos. Ideal para Estudiantes y Viajeros - Vocabulario corriente, además de frases, modismos y expresiones familiares - Signos clasificantes de significación que distinguen matices de sentido en varios contextos del uso español e hispanoamericano - Pronunciaciones completas en el Alfabeto Fonético Internacional - Resúmenes de gramática española e inglesa - Amplias tablas y listas de berbos modelos, prefijos y sufijos, nombres geográficos y sus derivados",['Salvatore Ramondino'],http://books.google.com/books/content?id=eUZCW0DrZC8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=eUZCW0DrZC8C&dq=NEW+WORLD+96+SPANISH/ENGLISH+DICTIONARY+SOFTBOUND&hl=&cd=1&source=gbs_api,Berkley,1996,http://books.google.nl/books?id=eUZCW0DrZC8C&dq=NEW+WORLD+96+SPANISH/ENGLISH+DICTIONARY+SOFTBOUND&hl=&source=gbs_api,['Foreign Language Study'],2.0
8732,Cow:,"A complete guide to the basics of cow selection, handling, milking, care, and breeding that provides detailed information on raising feed crops and utilizing manure",['Dirk Van Loon'],http://books.google.com/books/content?id=xPyZAzAcRfsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=xPyZAzAcRfsC&printsec=frontcover&dq=Cow:&hl=&cd=1&source=gbs_api,Storey Publishing,1976-01-01,http://books.google.com/books?id=xPyZAzAcRfsC&dq=Cow:&hl=&source=gbs_api,['Technology & Engineering'],1.0
8733,Jesus Freak,"You may think of martyrs as those who gave their lives for the faith in the early church. But today, Christians around the world continue to stand boldly for Christ despite ongoing persecution. These are their stories. · Pastor Han--Stabbed to death by North Korean agents for sharing the gospel with North Koreans in China · Jean-Pierre Werner and Rodé Groenewald--Killed in a Taliban attack on their home in Afghanistan · Fatima Al-Mutairi--Killed by her brother after becoming a Christian in Saudi Arabia · Habila--Survived being shot in the face by Boko Haram militants after refusing to renounce Christ Persecution has always accompanied followers of Jesus, who invited His followers to come and die. Some were jeered at, and their backs were cut open with whips. Others were chained in prisons. Some died by stoning, some were sawed in half, and others were killed with the sword. Some went about wearing skins of sheep and goats, destitute and oppressed and mistreated. They were too good for this world, wandering over deserts and mountains, hiding in caves and holes in the ground. --Hebrews 11:36-38 Faithful Christians around the world are still suffering and dying for the name of Christ. Their stories inspire and encourage each of us to follow Christ, no matter the cost.","['DC Talk', 'Voice of the Martyrs']",http://books.google.com/books/content?id=dvXfDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=dvXfDwAAQBAJ&pg=PP1&dq=Jesus+Freak&hl=&cd=1&source=gbs_api,Baker Books,2020-10-27,https://play.google.com/store/books/details?id=dvXfDwAAQBAJ&source=gbs_api,['Religion'],28.0
8734,Of All the Gaul: Latin for Kids,"Why bother to learn a language that is called DEAD? Well, it's true that Latin isn't spoken any more but Latin LIVES! With this book, kids learn fascinating Roman history and trivia plus Latin words while they read silly stories and complete fun activities. This foreign language series for kids makes foreign languages easy and fun with educational and entertaining history, trivia, humor, activities, and more. Children who begin learning a language at an early age improve their overall school performance, boost their problem solving skills, and gain a more in-depth understanding of their native language. Kids explore multiple languages with this series (currently 8 titles available), then pursue the ones that interest them the most.",['Carole Marsh'],http://books.google.com/books/content?id=NxJAq7dTmHsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=NxJAq7dTmHsC&printsec=frontcover&dq=Of+All+the+Gaul:+Latin+for+Kids&hl=&cd=1&source=gbs_api,Gallopade International,2004-01-01,https://play.google.com/store/books/details?id=NxJAq7dTmHsC&source=gbs_api,['Foreign Language Study'],2.0
8735,"Colloidal Silver Today: The All Natural, Wide-Spectrum Germ Killer",Here are the latest findings on the effectiveness of this all-natural germ fighter. Includes the history of its use in the early 20th century along with instructions on how to make colloidal silver at home.,['Warren Jefferson'],http://books.google.com/books/content?id=jPQNJcZ_fHcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=jPQNJcZ_fHcC&printsec=frontcover&dq=Colloidal+Silver+Today:+The+All+Natural,+Wide-Spectrum+Germ+Killer&hl=&cd=1&source=gbs_api",Healthy Living Publications,2003,https://play.google.com/store/books/details?id=jPQNJcZ_fHcC&source=gbs_api,['Health & Fitness'],1.0
8736,Oracle 11i E-Business Suite from the Front Lines,"Oracle 11i E-Business Suite from the Front Lines is the first book to compile the tips, techniques, and practical advice for administering Oracle E-Business Suite 11i. The author examines Active Directory Utilities, patching, cloning, and the new features that 11i brings to the market. The book benefits those with limited experience with Oracle App",['April J. Wells'],http://books.google.com/books/content?id=q9e3fjChYPYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=q9e3fjChYPYC&printsec=frontcover&dq=Oracle+11i+E-Business+Suite+from+the+Front+Lines&hl=&cd=1&source=gbs_api,CRC Press,2003-12-29,http://books.google.nl/books?id=q9e3fjChYPYC&dq=Oracle+11i+E-Business+Suite+from+the+Front+Lines&hl=&source=gbs_api,['Business & Economics'],3.0
8737,Destination: Morgue,"Dig. The Demon Dog gets down with a new book of scenes from America’s capital of kink: Los Angeles. Fourteen pieces, some fiction, some nonfiction, all true enough to be admissible as state’s evidence, and half of it in print for the first time. And every one of them bearing the James Ellroy brand of mayhem, machismo, and hollow-nose prose. Here are Mexican featherweights and unsolved-murder vics, crooked cops and a very clean D.A. Here is a profile of Hollywood’s latest celebrity perp-walker, Robert Blake, and three new novellas featuring a demented detective with an obsession with a Hollywood actress. And, oh yes, just maybe the last appearance of Hush-Hush sleaze-monger Danny Getchell. Here’s Ellroy himself, shining a 500-watt Mag light into all the dark places of his life and imagination. Destination: Morgue! puts the reader’s attention in a hammerlock and refuses to let go.",['James Ellroy'],http://books.google.com/books/content?id=UPYkFILxLaYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=UPYkFILxLaYC&printsec=frontcover&dq=Destination:+Morgue&hl=&cd=1&source=gbs_api,Vintage,2007-12-18,https://play.google.com/store/books/details?id=UPYkFILxLaYC&source=gbs_api,['Fiction'],1.0
8738,From bright ideas to right ideas: capturing the creative spark: thinking in new ways opens the mind to boundless possibilities and creative solutions.(outside the box): An article from: The Futurist,"First released in the Spring of 1999, How People Learn has been expanded to show how the theories and insights from the original book can translate into actions and practice, now making a real connection between classroom activities and learning behavior. This edition includes far-reaching suggestions for research that could increase the impact that classroom teaching has on actual learning. Like the original edition, this book offers exciting new research about the mind and the brain that provides answers to a number of compelling questions. When do infants begin to learn? How do experts learn and how is this different from non-experts? What can teachers and schools do-with curricula, classroom settings, and teaching methods--to help children learn most effectively? New evidence from many branches of science has significantly added to our understanding of what it means to know, from the neural processes that occur during learning to the influence of culture on what people see and absorb. How People Learn examines these findings and their implications for what we teach, how we teach it, and how we assess what our children learn. The book uses exemplary teaching to illustrate how approaches based on what we now know result in in-depth learning. This new knowledge calls into question concepts and practices firmly entrenched in our current education system. Topics include: How learning actually changes the physical structure of the brain. How existing knowledge affects what people notice and how they learn. What the thought processes of experts tell us about how to teach. The amazing learning potential of infants. The relationship of classroom learning and everyday settings of community and workplace. Learning needs and opportunities for teachers. A realistic look at the role of technology in education.","['National Research Council', 'Division of Behavioral and Social Sciences and Education', 'Board on Behavioral, Cognitive, and Sensory Sciences', 'Committee on Developments in the Science of Learning with additional material from the Committee on Learning Research and Educational Practice']",http://books.google.com/books/content?id=XjZeI8MndBQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=XjZeI8MndBQC&printsec=frontcover&dq=From+bright+ideas+to+right+ideas:+capturing+the+creative+spark:+thinking+in+new+ways+opens+the+mind+to+boundless+possibilities+and+creative+solutions.(outside+the+box):+An+article+from:+The+Futurist&hl=&cd=1&source=gbs_api,National Academies Press,2000-08-11,https://play.google.com/store/books/details?id=XjZeI8MndBQC&source=gbs_api,['Education'],3.0
8739,The Splendor of the Temple,A detailed pictorial tour of Herod's temple with full-color illustrations of Alex Garrard's perfectly scaled model. Each area is shown and discussed in detail. An exceptional introduction to the temple and its place in Jewish religious practice.,['Alec Garrard'],http://books.google.com/books/content?id=vaEGAENEA74C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=vaEGAENEA74C&printsec=frontcover&dq=The+Splendor+of+the+Temple&hl=&cd=1&source=gbs_api,Kregel Publications,2001-06,http://books.google.com/books?id=vaEGAENEA74C&dq=The+Splendor+of+the+Temple&hl=&source=gbs_api,['Religion'],1.0
8740,"Wieland or, The Transformation: An American Tale","Called a “remarkable story” by John Greenleaf Whittier and described by John Keats as “very powerful,” Wieland, Charles Brockden Brown’s disturbing 1798 tale of terror, is a masterpiece involving spontaneous combustion, disembodied voices, religious mania, and a gruesome murder based on a real-life incident. This Modern Library Paperback Classic includes Wieland’s fragmentary sequel, Memoirs of Carwin the Biloquist, as well as several other important but hard-to-find Brockden Brown short stories, including “Thessalonica,” “Walstein’s School of History,” and “Death of Cicero.” This collection also reproduces the newspaper account of the murder that inspired Wieland.",['Charles Brockden Brown'],http://books.google.com/books/content?id=XDQxoWci24MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=XDQxoWci24MC&printsec=frontcover&dq=Wieland+or,+The+Transformation:+An+American+Tale&hl=&cd=1&source=gbs_api",Modern Library,2010-07-21,https://play.google.com/store/books/details?id=XDQxoWci24MC&source=gbs_api,['Fiction'],3.0
8741,Johnny Cash: Reads The Complete New Testament,"The only novel written by the legendary songwriter and performer, Johnny Cash. “When [The Man in White] was first published several years ago, my wife and I both read it—then read it again!” —Billy Graham Johnny Cash. The Apostle Paul. Two legendary men. Two thousand years apart-yet remarkably similar. Both struggled with a ""thorn in the flesh."" And both had powerful visions from God. Paul's encounter with the Man in White knocked him to the ground and struck him blind. It also turned him into one of the most influential men in history. Johnny Cash's vision was of another man entirely-his recently deceased father-a vision that helped spark his imagination to write this historical novel about the amazing life of the intriguing figure with whom Cash identified so deeply-the Apostle Paul. See Paul as you've never seen him before--through the creative imagination of one of the greatest singer-songwriters America has ever known. Subsequently see Johnny Cash, the man in Black, as you've never seen him before--as a passionate novelist consumed with the Man in White.",['Johnny Cash'],http://books.google.com/books/content?id=UW3wxs-nWzQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=UW3wxs-nWzQC&printsec=frontcover&dq=Johnny+Cash:+Reads+The+Complete+New+Testament&hl=&cd=1&source=gbs_api,Thomas Nelson,2008-12-24,https://play.google.com/store/books/details?id=UW3wxs-nWzQC&source=gbs_api,['Fiction'],2.0
